ID produktu;Kategoria;Podkategoria;Nazwa produktu;Cena zakupu;ID Dostawcy;Rozmiar opakowania;Minimum do zamówienia
FUR-BO-10000468;Meble;Regały;O'Sullivan 2-Shelf Heavy-Duty Bookcases;56,35;CRO-07;1;8
TEC-AC-10001284;Technologiczne;Akcesoria;Enermax Briskie RF Wireless Keyboard and Mouse Combo;28,25;STI-12;7;70
OFF-BI-10002082;Wsparcie biura;Segregatory;GBC Twin Loop Wire Binding Elements;3,33;TYP-30;9;63
OFF-ST-10001505;Wsparcie biura;Składowanie;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";4,6;LEC-23;6;54
OFF-AR-10004582;Wsparcie biura;Artykuły;BIC Brite Liner Grip Highlighters;2,38;PEN-28;14;70
TEC-AC-10002842;Technologiczne;Akcesoria;WD My Passport Ultra 2TB Portable External Hard Drive;138,04;NAN-19;8;40
OFF-AP-10004785;Wsparcie biura;Urządzenia;Holmes Replacement Filter for HEPA Air Cleaner, Medium Room;16,2;PEN-28;10;80
TEC-AC-10002217;Technologiczne;Akcesoria;Imation Clip USB flash drive - 8 GB;19,93;AKO-14;10;90
OFF-BI-10002954;Wsparcie biura;Segregatory;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;6,76;HAR-21;11;77
OFF-AP-10003281;Wsparcie biura;Urządzenia;Acco 6 Outlet Guardian Standard Surge Suppressor;15,72;MED-24;2;10
OFF-SU-10000898;Wsparcie biura;Wsparcie;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";17,93;PLA-26;5;40
OFF-BI-10001249;Wsparcie biura;Segregatory;Avery Heavy-Duty EZD View Binder with Locking Rings;-0,9;PEN-28;16;144
TEC-AC-10002718;Technologiczne;Akcesoria;Belkin Standard 104 key USB Keyboard;10,94;PC--16;9;54
TEC-PH-10002352;Technologiczne;Telefony;Avaya IP Phone 1140E VoIP phone;351,53;WTF-11;2;10
FUR-CH-10003774;Meble;Krzesła;Global Wood Trimmed Manager's Task Chair, Khaki;102,81;STI-01;1;6
OFF-AR-10000127;Wsparcie biura;Artykuły;Newell 321;2,92;COL-25;11;55
TEC-PH-10003811;Technologiczne;Telefony;Jabra Supreme Plus Driver Edition Headset;153,59;PC--16;3;12
OFF-BI-10002393;Wsparcie biura;Segregatory;Binder Posts;8,38;PLA-26;17;170
FUR-TA-10002855;Meble;Tabel;Bevis Round Conference Table Top & Single Column Base;177,07;ANG-05;1;3
OFF-EN-10000781;Wsparcie biura;Koperty;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";12,85;PEN-28;22;132
OFF-PA-10002160;Wsparcie biura;Papier;Xerox 1978;8,61;PLA-26;1;3
OFF-AR-10002257;Wsparcie biura;Artykuły;Eldon Spacemaker Box, Quick-Snap Lid, Clear;3,04;HAR-21;18;108
OFF-FA-10004395;Wsparcie biura;Łączniki;Plymouth Boxed Rubber Bands by Plymouth;3,06;TYP-30;11;66
OFF-AP-10002534;Wsparcie biura;Urządzenia;3.6 Cubic Foot Counter Height Office Refrigerator;-94,28;TYP-30;3;9
FUR-BO-10003034;Meble;Regały;O'Sullivan Elevations Bookcase, Cherry Finish;73,35;BBB-03;1;7
OFF-ST-10000943;Wsparcie biura;Składowanie;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;16,99;COL-25;5;50
OFF-PA-10000533;Wsparcie biura;Papier;Southworth Parchment Paper & Envelopes;9,55;HAR-21;3;12
OFF-ST-10001172;Wsparcie biura;Składowanie;Tennsco Lockers, Sand;26,02;MED-24;1;4
OFF-PA-10001661;Wsparcie biura;Papier;Xerox 1922;5,43;SCR-27;1;4
OFF-BI-10004817;Wsparcie biura;Segregatory;GBC Personal VeloBind Strips;12,94;PLA-26;11;99
FUR-CH-10003833;Meble;Krzesła;Novimex Fabric Task Chair;33,54;CRO-07;1;4
FUR-FU-10003142;Meble;Meble;Master Big Foot Doorstop, Beige;4,8;BES-08;1;10
TEC-AC-10001114;Technologiczne;Akcesoria;Microsoft Wireless Mobile Mouse 4000;52,79;WTF-11;8;56
OFF-FA-10002975;Wsparcie biura;Łączniki;Staples;5,52;COL-25;6;60
OFF-ST-10003996;Wsparcie biura;Składowanie;Letter/Legal File Tote with Clear Snap-On Lid, Black Granite;20,24;LEC-23;8;24
OFF-BI-10002571;Wsparcie biura;Segregatory;"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""";10,68;COL-29;8;40
OFF-PA-10000477;Wsparcie biura;Papier;Xerox 1952;7,32;LEC-23;4;8
OFF-BI-10004209;Wsparcie biura;Segregatory;Fellowes Twister Kit, Gray/Clear, 3/pkg;8,44;COL-29;24;240
TEC-AC-10002800;Technologiczne;Akcesoria;Plantronics Audio 478 Stereo USB Headset;67,49;WTF-11;14;140
FUR-TA-10003954;Meble;Tabel;Hon 94000 Series Round Tables;204,36;AMP-04;1;7
TEC-AC-10003289;Technologiczne;Akcesoria;Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard;24,59;DOD-20;12;84
TEC-PH-10002468;Technologiczne;Telefony;Plantronics CS 50-USB - headset - Convertible, Monaural;118,31;MIC-18;2;10
OFF-PA-10001295;Wsparcie biura;Papier;Computer Printout Paper with Letter-Trim Perforations;20,49;COL-25;1;4
OFF-LA-10000248;Wsparcie biura;Etykiety;Avery 52;5,42;TYP-30;24;216
OFF-FA-10004076;Wsparcie biura;Łączniki;Translucent Push Pins by OIC;2,72;COL-25;18;126
OFF-LA-10004008;Wsparcie biura;Etykiety;Avery 507;4,21;PIE-22;10;100
OFF-AR-10001177;Wsparcie biura;Artykuły;Newell 349;2,92;HAR-21;10;70
OFF-BI-10001718;Wsparcie biura;Segregatory;GBC DocuBind P50 Personal Binding Machine;94,05;COL-29;25;250
OFF-AR-10004602;Wsparcie biura;Artykuły;Boston KS Multi-Size Manual Pencil Sharpener;29,43;COL-25;13;91
OFF-ST-10000078;Wsparcie biura;Składowanie;Tennsco 6- and 18-Compartment Lockers;206,83;MED-24;2;18
OFF-AR-10004272;Wsparcie biura;Artykuły;Newell 308;2,1;TYP-30;11;66
TEC-PH-10001578;Technologiczne;Telefony;Polycom SoundStation2 EX Conference phone;360,41;X-H-15;1;5
OFF-ST-10003638;Wsparcie biura;Składowanie;Mobile Personal File Cube;29,75;LEC-23;5;25
FUR-BO-10002213;Meble;Regały;DMI Eclipse Executive Suite Bookcases;445,87;AVF-02;1;3
OFF-EN-10003040;Wsparcie biura;Koperty;Quality Park Security Envelopes;28;COL-25;7;35
TEC-PH-10000923;Technologiczne;Telefony;Belkin SportFit Armband For iPhone 5s/5c, Fuchsia;10,34;X-H-15;3;9
FUR-FU-10003623;Meble;Meble;DataProducts Ampli Magnifier Task Lamp, Black,;23,81;AMP-04;1;8
OFF-AP-10000124;Wsparcie biura;Urządzenia;Acco 6 Outlet Guardian Basic Surge Suppressor;10,65;LEC-23;4;24
OFF-AR-10004511;Wsparcie biura;Artykuły;Sanford Colorific Scented Colored Pencils, 12/Pack;5,61;COL-29;11;88
OFF-PA-10003883;Wsparcie biura;Papier;"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""";9,56;SCR-27;1;4
TEC-PH-10002807;Technologiczne;Telefony;Motorla HX550 Universal Bluetooth Headset;27,69;WTF-11;2;4
FUR-FU-10002364;Meble;Meble;Eldon Expressions Wood Desk Accessories, Oak;0,66;OBE-10;1;4
OFF-SU-10001664;Wsparcie biura;Wsparcie;Acme Office Executive Series Stainless Steel Trimmers;10,8;COL-25;15;75
FUR-TA-10003238;Meble;Tabel;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";214,88;OBE-10;1;3
TEC-PH-10001536;Technologiczne;Telefony;Spigen Samsung Galaxy S5 Case Wallet;21,41;AKO-14;3;15
OFF-AR-10004956;Wsparcie biura;Artykuły;Newell 33;4,97;PLA-26;20;120
OFF-AR-10003696;Wsparcie biura;Artykuły;Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop;44,61;HAR-21;10;90
OFF-PA-10000551;Wsparcie biura;Papier;Array Memo Cubes;5,65;COL-29;3;9
OFF-BI-10004506;Wsparcie biura;Segregatory;Wilson Jones data.warehouse D-Ring Binders with DublLock;8,89;MED-24;12;72
OFF-PA-10000740;Wsparcie biura;Papier;Xerox 1982;33,35;SCR-27;1;3
FUR-CH-10002084;Meble;Krzesła;Hon Mobius Operator's Chair;125,45;OBE-10;1;8
OFF-AP-10000692;Wsparcie biura;Urządzenia;Fellowes Mighty 8 Compact Surge Protector;25,95;HAR-21;7;42
OFF-AP-10000252;Wsparcie biura;Urządzenia;Harmony HEPA Quiet Air Purifiers;15,8;PLA-26;10;50
FUR-FU-10004748;Meble;Meble;"Howard Miller 16"" Diameter Gallery Wall Clock";88,88;ANG-05;1;10
OFF-AR-10000538;Wsparcie biura;Artykuły;Boston Model 1800 Electric Pencil Sharpener, Gray;25,33;PLA-26;11;99
TEC-PH-10001079;Technologiczne;Telefony;Polycom SoundPoint Pro SE-225 Corded phone;152,31;AKO-14;2;8
OFF-AP-10003842;Wsparcie biura;Urządzenia;Euro-Pro Shark Turbo Vacuum;32,84;TYP-30;3;15
FUR-CH-10000553;Meble;Krzesła;Metal Folding Chairs, Beige, 4/Carton;29,53;BBB-03;1;2
OFF-AR-10003469;Wsparcie biura;Artykuły;Nontoxic Chalk;1,91;MED-24;25;200
OFF-PA-10003790;Wsparcie biura;Papier;Xerox 1991;24,21;LEC-23;3;12
FUR-BO-10002202;Meble;Regały;Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors;-26,51;OBE-10;1;9
OFF-AP-10002765;Wsparcie biura;Urządzenia;Fellowes Advanced Computer Series Surge Protectors;33,91;LEC-23;9;36
OFF-ST-10003692;Wsparcie biura;Składowanie;Recycled Steel Personal File for Hanging File Folders;48,65;MED-24;10;30
TEC-PH-10001051;Technologiczne;Telefony;HTC One;88,99;MIC-18;1;3
OFF-AR-10000817;Wsparcie biura;Artykuły;Manco Dry-Lighter Erasable Highlighter;4,07;MED-24;20;140
OFF-SU-10000952;Wsparcie biura;Wsparcie;Fiskars Home & Office Scissors;11,37;PLA-26;15;105
FUR-FU-10004597;Meble;Meble;Eldon Cleatmat Chair Mats for Medium Pile Carpets;-3,89;AMP-04;1;6
OFF-BI-10002982;Wsparcie biura;Segregatory;Avery Self-Adhesive Photo Pockets for Polaroid Photos;7,36;COL-25;24;240
OFF-PA-10004285;Wsparcie biura;Papier;Xerox 1959;9,89;PIE-22;3;12
OFF-AP-10001391;Wsparcie biura;Urządzenia;Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center;116,41;HAR-21;7;28
TEC-PH-10001944;Technologiczne;Telefony;Wi-Ex zBoost YX540 Cellular Phone Signal Booster;189,74;STI-12;3;9
OFF-PA-10001776;Wsparcie biura;Papier;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";13,63;COL-25;2;6
TEC-AC-10004145;Technologiczne;Akcesoria;Logitech diNovo Edge Keyboard;307,49;WTF-11;6;54
OFF-PA-10003919;Wsparcie biura;Papier;Xerox 1989;5,33;COL-29;1;2
OFF-PA-10002001;Wsparcie biura;Papier;Xerox 1984;9,66;TYP-30;4;16
OFF-PA-10002787;Wsparcie biura;Papier;Xerox 227;9,59;HAR-21;2;6
OFF-ST-10003123;Wsparcie biura;Składowanie;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;41,28;SCR-27;8;64
FUR-FU-10000308;Meble;Meble;Deflect-o Glass Clear Studded Chair Mats;75,86;CRO-07;1;10
TEC-CO-10003763;Technologiczne;Kopiarki;Canon PC1060 Personal Laser Copier;748,99;PC--16;2;8
FUR-TA-10001866;Meble;Tabel;Bevis Round Conference Room Tables and Bases;147,02;BES-08;1;3
OFF-AP-10002222;Wsparcie biura;Urządzenia;Staple holder;11,01;HAR-21;6;12
OFF-PA-10003971;Wsparcie biura;Papier;Xerox 1965;6,52;LEC-23;4;16
OFF-AP-10004036;Wsparcie biura;Urządzenia;Bionaire 99.97% HEPA Air Cleaner;23,65;COL-25;9;36
OFF-AP-10002287;Wsparcie biura;Urządzenia;Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags;3,76;PIE-22;3;18
FUR-TA-10001950;Meble;Tabel;Balt Solid Wood Round Tables;486,68;OBE-10;1;10
TEC-PH-10001527;Technologiczne;Telefony;Plantronics MX500i Earset;44,24;DOD-20;1;3
TEC-AC-10003095;Technologiczne;Akcesoria;Logitech G35 7.1-Channel Surround Sound Headset;174,19;AKO-14;13;65
TEC-AC-10000358;Technologiczne;Akcesoria;Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB;47,11;X-H-15;13;104
OFF-EN-10004147;Wsparcie biura;Koperty;Wausau Papers Astrobrights Colored Envelopes;6,52;LEC-23;5;35
FUR-FU-10001468;Meble;Meble;Tenex Antistatic Computer Chair Mats;119,69;AMP-04;1;4
OFF-PA-10000380;Wsparcie biura;Papier;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";12,51;HAR-21;2;6
OFF-AP-10000026;Wsparcie biura;Urządzenia;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;78,65;SCR-27;7;42
OFF-PA-10003936;Wsparcie biura;Papier;Xerox 1994;9,59;COL-25;3;6
FUR-FU-10002501;Meble;Meble;Nu-Dell Executive Frame;17,32;STI-01;1;9
OFF-AP-10001205;Wsparcie biura;Urządzenia;Belkin 5 Outlet SurgeMaster Power Centers;69,73;PIE-22;7;14
OFF-BI-10004141;Wsparcie biura;Segregatory;Insertable Tab Indexes For Data Binders;-0,45;PEN-28;24;168
OFF-BI-10000632;Wsparcie biura;Segregatory;Satellite Sectional Post Binders;46,02;TYP-30;13;78
TEC-AC-10004864;Technologiczne;Akcesoria;Memorex Micro Travel Drive 32 GB;52,21;PC--16;10;70
TEC-MA-10000597;Technologiczne;Maszyny;Lexmark S315 Color Inkjet Printer;106,99;AKO-14;1;4
OFF-PA-10002960;Wsparcie biura;Papier;Xerox 1926;7,32;PLA-26;3;9
OFF-PA-10000919;Wsparcie biura;Papier;Xerox 1918;57,75;COL-25;1;2
OFF-BI-10001553;Wsparcie biura;Segregatory;SpineVue Locking Slant-D Ring Binders by Cardinal;0,73;COL-29;16;96
OFF-AP-10004540;Wsparcie biura;Urządzenia;Eureka The Boss Lite 10-Amp Upright Vacuum, Blue;102,61;PLA-26;2;6
FUR-CH-10001714;Meble;Krzesła;Global Leather & Oak Executive Chair, Burgundy;102,6;AVF-02;1;9
FUR-FU-10002298;Meble;Meble;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";84,34;BBB-03;1;8
OFF-AR-10000315;Wsparcie biura;Artykuły;Dixon Ticonderoga Maple Cedar Pencil, #2;2,61;PIE-22;22;154
OFF-FA-10000936;Wsparcie biura;Łączniki;Acco Hot Clips Clips to Go;3,45;LEC-23;19;171
OFF-SU-10004768;Wsparcie biura;Wsparcie;Acme Kleencut Forged Steel Scissors;5,17;HAR-21;12;60
OFF-PA-10002581;Wsparcie biura;Papier;Xerox 1951;32,53;PIE-22;2;4
OFF-AP-10002403;Wsparcie biura;Urządzenia;Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors;55,45;HAR-21;2;6
OFF-AR-10003087;Wsparcie biura;Artykuły;Staples in misc. colors;2,28;PLA-26;24;120
TEC-PH-10000141;Technologiczne;Telefony;Clearsounds A400;56,75;MIC-18;2;8
TEC-CO-10000971;Technologiczne;Kopiarki;Hewlett Packard 310 Color Digital Copier;269,99;X-H-15;3;9
OFF-FA-10001229;Wsparcie biura;Łączniki;Staples;5,74;LEC-23;24;144
OFF-BI-10002437;Wsparcie biura;Segregatory;Recycled Premium Regency Composition Covers;16,66;TYP-30;14;112
OFF-PA-10004255;Wsparcie biura;Papier;Xerox 219;9,59;PLA-26;1;4
OFF-PA-10001184;Wsparcie biura;Papier;Xerox 1903;8,91;TYP-30;1;4
TEC-AC-10002637;Technologiczne;Akcesoria;Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black);190,79;X-H-15;14;126
FUR-BO-10000780;Meble;Regały;O'Sullivan Plantations 2-Door Library in Landvery Oak;104,51;BES-08;1;7
TEC-PH-10003072;Technologiczne;Telefony;Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System;163,49;AKO-14;3;12
TEC-MA-10000112;Technologiczne;Maszyny;Panasonic KX MB2061 Multifunction Printer;257,61;WTF-11;2;4
TEC-AC-10004171;Technologiczne;Akcesoria;Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset;143,99;DOD-20;12;120
FUR-TA-10002645;Meble;Tabel;Hon Rectangular Conference Tables;84,2;TER-06;1;7
OFF-BI-10003784;Wsparcie biura;Segregatory;Computer Printout Index Tabs;-0,2;PEN-28;22;154
OFF-BI-10001617;Wsparcie biura;Segregatory;GBC Wire Binding Combs;-1,35;LEC-23;18;90
FUR-CH-10002439;Meble;Krzesła;Iceberg Nesting Folding Chair, 19w x 6d x 43h;61,71;STI-01;1;3
OFF-AP-10003057;Wsparcie biura;Urządzenia;Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room;382,76;SCR-27;4;24
FUR-TA-10000849;Meble;Tabel;Bevis Rectangular Conference Tables;23,36;STI-01;1;6
OFF-EN-10002973;Wsparcie biura;Koperty;Ampad #10 Peel & Seel Holiday Envelopes;6,63;PEN-28;25;250
OFF-BI-10003963;Wsparcie biura;Segregatory;Cardinal Holdit Data Disk Pockets;7,79;COL-29;8;48
OFF-LA-10000081;Wsparcie biura;Etykiety;Avery 496;5,55;HAR-21;23;184
OFF-PA-10000726;Wsparcie biura;Papier;"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""";13,21;PLA-26;3;12
OFF-PA-10004983;Wsparcie biura;Papier;Xerox 23;9,59;PLA-26;1;2
FUR-FU-10002107;Meble;Meble;Eldon Pizzaz Desk Accessories;2,32;STI-01;1;4
FUR-CH-10001190;Meble;Krzesła;Global Deluxe High-Back Office Chair in Storm;93,83;EXW-09;1;4
TEC-AC-10000682;Technologiczne;Akcesoria;Kensington K72356US Mouse-in-a-Box USB Desktop Mouse;22,4;PC--16;14;140
OFF-LA-10004545;Wsparcie biura;Etykiety;Avery 50;18,42;COL-29;17;136
OFF-SU-10002557;Wsparcie biura;Wsparcie;Fiskars Spring-Action Scissors;12,02;COL-25;15;150
TEC-PH-10000912;Technologiczne;Telefony;Anker 24W Portable Micro USB Car Charger;11,65;AKO-14;3;6
OFF-ST-10001837;Wsparcie biura;Składowanie;SAFCO Mobile Desk Side File, Wire Frame;53,88;PIE-22;1;4
OFF-AR-10001473;Wsparcie biura;Artykuły;Newell 313;4,17;TYP-30;12;108
TEC-PH-10001835;Technologiczne;Telefony;Jawbone JAMBOX Wireless Bluetooth Speaker;233,83;REN-17;1;2
OFF-PA-10002245;Wsparcie biura;Papier;Xerox 1895;8,67;PLA-26;4;12
OFF-EN-10004483;Wsparcie biura;Koperty;#10 White Business Envelopes,4 1/8 x 9 1/2;16,77;PLA-26;12;72
OFF-SU-10000151;Wsparcie biura;Wsparcie;High Speed Automatic Electric Letter Opener;1703,03;PEN-28;8;72
OFF-AP-10001293;Wsparcie biura;Urządzenia;Belkin 8 Outlet Surge Protector;-13,12;TYP-30;10;80
TEC-PH-10000675;Technologiczne;Telefony;Panasonic KX TS3282B Corded phone;70,51;DOD-20;2;10
OFF-ST-10003470;Wsparcie biura;Składowanie;Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units;293,46;LEC-23;7;63
OFF-LA-10004559;Wsparcie biura;Etykiety;Avery 49;4,29;HAR-21;21;189
OFF-AP-10002651;Wsparcie biura;Urządzenia;Hoover Upright Vacuum With Dirt Cup;373,49;COL-25;1;7
TEC-AC-10002550;Technologiczne;Akcesoria;Maxell 4.7GB DVD-RW 3/Pack;14,98;AKO-14;7;49
OFF-BI-10000829;Wsparcie biura;Segregatory;Avery Non-Stick Binders;6,56;SCR-27;10;50
TEC-PH-10002555;Technologiczne;Telefony;Nortel Meridian M5316 Digital phone;119,12;X-H-15;1;2
FUR-BO-10003450;Meble;Regały;Bush Westfield Collection Bookcases, Dark Cherry Finish;62,62;ANG-05;1;5
FUR-FU-10004665;Meble;Meble;3M Polarizing Task Lamp with Clamp Arm, Light Gray;172,6;TER-06;1;10
TEC-PH-10000369;Technologiczne;Telefony;HTC One Mini;110,87;PC--16;3;9
TEC-AC-10001590;Technologiczne;Akcesoria;Dell Slim USB Multimedia Keyboard;31;X-H-15;12;120
FUR-FU-10004909;Meble;Meble;Contemporary Wood/Metal Frame;2,42;OBE-10;1;2
FUR-BO-10004357;Meble;Regały;O'Sullivan Living Dimensions 3-Shelf Bookcases;221,08;OBE-10;1;7
TEC-AC-10000387;Technologiczne;Akcesoria;KeyTronic KT800P2 - Keyboard - Black;17,72;PMM-13;5;30
OFF-BI-10001308;Wsparcie biura;Segregatory;GBC Standard Plastic Binding Systems' Combs;6,59;COL-29;14;98
OFF-AP-10002734;Wsparcie biura;Urządzenia;Holmes Harmony HEPA Air Purifier for 17 x 20 Room;321,81;LEC-23;8;72
FUR-FU-10004587;Meble;Meble;GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack;31,2;STI-01;1;2
TEC-PH-10004833;Technologiczne;Telefony;Macally Suction Cup Mount;11,95;PMM-13;2;4
FUR-FU-10001847;Meble;Meble;Eldon Image Series Black Desk Accessories;5,63;AMP-04;1;2
FUR-FU-10002045;Meble;Meble;"Executive Impressions 14""";32,01;BBB-03;1;7
FUR-FU-10004671;Meble;Meble;"Executive Impressions 12"" Wall Clock";3,19;OBE-10;1;3
FUR-TA-10003569;Meble;Tabel;Bretford CR8500 Series Meeting Room Furniture;100,24;BES-08;1;3
OFF-PA-10001752;Wsparcie biura;Papier;Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright);7,42;TYP-30;2;8
TEC-MA-10003356;Technologiczne;Maszyny;Panasonic KX MC6040 Color Laser Multifunction Printer;571,44;REN-17;1;5
OFF-AR-10003727;Wsparcie biura;Artykuły;Berol Giant Pencil Sharpener;21,92;SCR-27;9;72
TEC-AC-10001635;Technologiczne;Akcesoria;KeyTronic KT400U2 - Keyboard - Black;8,22;PC--16;14;84
OFF-LA-10003663;Wsparcie biura;Etykiety;Avery 498;4,25;COL-25;21;210
TEC-CO-10004722;Technologiczne;Kopiarki;Canon imageCLASS 2200 Advanced Copier;3779,99;X-H-15;1;4
TEC-MA-10002210;Technologiczne;Maszyny;Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop;-40,42;NAN-19;1;2
OFF-BI-10003196;Wsparcie biura;Segregatory;Accohide Poly Flexible Ring Binders;0,37;PLA-26;11;66
FUR-CH-10002017;Meble;Krzesła;SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair;23,44;STI-01;1;7
FUR-FU-10003829;Meble;Meble;Stackable Trays;2,84;CRO-07;1;7
OFF-PA-10000697;Wsparcie biura;Papier;TOPS Voice Message Log Book, Flash Format;7,09;LEC-23;4;8
OFF-AR-10004691;Wsparcie biura;Artykuły;Boston 1730 StandUp Electric Pencil Sharpener;26,94;SCR-27;17;119
OFF-BI-10000948;Wsparcie biura;Segregatory;GBC Laser Imprintable Binding System Covers, Desert Sand;20,98;SCR-27;15;120
OFF-PA-10000223;Wsparcie biura;Papier;Xerox 2000;9,59;PLA-26;3;9
OFF-PA-10000062;Wsparcie biura;Papier;Green Bar Computer Printout Paper;81,89;COL-29;4;8
FUR-BO-10003404;Meble;Regały;Global Adaptabilites Bookcase, Cherry/Storm Gray Finish;456,84;TER-06;1;8
OFF-BI-10004233;Wsparcie biura;Segregatory;"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""";17,27;PLA-26;20;200
TEC-PH-10002834;Technologiczne;Telefony;Google Nexus 5;224,99;WTF-11;3;9
FUR-CH-10003761;Meble;Krzesła;Global Italian Leather Office Chair;166,35;AVF-02;1;2
OFF-PA-10004665;Wsparcie biura;Papier;Advantus Motivational Note Cards;19,52;PLA-26;1;2
OFF-BI-10001196;Wsparcie biura;Segregatory;Avery Flip-Chart Easel Binder, Black;32,9;COL-29;23;115
TEC-MA-10002981;Technologiczne;Maszyny;I.R.I.S IRISCard Anywhere 5 Card Scanner;167,69;DOD-20;1;2
TEC-PH-10003601;Technologiczne;Telefony;Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver;214,49;REN-17;1;3
OFF-BI-10002003;Wsparcie biura;Segregatory;Ibico Presentation Index for Binding Systems;-0,52;HAR-21;18;162
OFF-PA-10003016;Wsparcie biura;Papier;"Adams ""While You Were Out"" Message Pads";4,55;HAR-21;3;12
OFF-PA-10002246;Wsparcie biura;Papier;Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book;7,03;HAR-21;4;8
TEC-PH-10002890;Technologiczne;Telefony;AT&T 17929 Lendline Telephone;38,91;NAN-19;1;3
TEC-MA-10003626;Technologiczne;Maszyny;Hewlett-Packard Deskjet 6540 Color Inkjet Printer;201,22;PC--16;3;15
TEC-MA-10002412;Technologiczne;Maszyny;Cisco TelePresence System EX90 Videoconferencing Unit;3471,23;PMM-13;3;6
OFF-AR-10003183;Wsparcie biura;Artykuły;Avery Fluorescent Highlighter Four-Color Set;3,01;COL-29;22;198
OFF-PA-10002319;Wsparcie biura;Papier;Xerox 1944;57,75;PLA-26;4;16
OFF-PA-10001246;Wsparcie biura;Papier;Xerox 215;9,59;MED-24;2;6
OFF-PA-10001815;Wsparcie biura;Papier;Xerox 1885;71,1;COL-29;2;6
FUR-FU-10001876;Meble;Meble;"Computer Room Manger, 14""";44,17;TER-06;1;4
TEC-PH-10000673;Technologiczne;Telefony;Plantronics Voyager Pro HD - Bluetooth Headset;96,19;PC--16;1;2
TEC-PH-10002075;Technologiczne;Telefony;AT&T EL51110 DECT;162,53;STI-12;1;2
TEC-PH-10003691;Technologiczne;Telefony;BlackBerry Q10;157,49;WTF-11;3;9
OFF-SU-10000157;Wsparcie biura;Wsparcie;Compact Automatic Electric Letter Opener;121,7;PIE-22;23;161
TEC-AC-10004227;Technologiczne;Akcesoria;SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card;13,77;MIC-18;12;72
TEC-AC-10004127;Technologiczne;Akcesoria;SanDisk Cruzer 8 GB USB Flash Drive;6,45;NAN-19;7;70
FUR-CH-10002758;Meble;Krzesła;Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back;219,58;TER-06;1;4
OFF-ST-10000532;Wsparcie biura;Składowanie;Advantus Rolling Drawer Organizers;48,48;LEC-23;4;12
TEC-AC-10003709;Technologiczne;Akcesoria;Maxell 4.7GB DVD-R 5/Pack;1,43;MIC-18;5;35
OFF-BI-10003166;Wsparcie biura;Segregatory;GBC Plasticlear Binding Covers;0,92;PEN-28;7;56
OFF-ST-10004835;Wsparcie biura;Składowanie;Plastic Stacking Crates & Casters;4,8;PEN-28;1;2
OFF-AP-10000159;Wsparcie biura;Urządzenia;Belkin F9M820V08 8 Outlet Surge;38,25;TYP-30;10;80
OFF-AP-10001242;Wsparcie biura;Urządzenia;APC 7 Outlet Network SurgeArrest Surge Protector;-24,15;COL-29;10;90
TEC-AC-10003433;Technologiczne;Akcesoria;Maxell 4.7GB DVD+R 5/Pack;1,04;MIC-18;13;78
TEC-PH-10003187;Technologiczne;Telefony;Anker Astro Mini 3000mAh Ultra-Compact Portable Charger;4;REN-17;1;3
